CHROM	POS	row_id
bden_JEL423_supercont1.1	227110	633
bden_JEL423_supercont1.1	266076	807
bden_JEL423_supercont1.1	493224	1614
bden_JEL423_supercont1.1	494000	1617
bden_JEL423_supercont1.1	509318	1699
bden_JEL423_supercont1.1	588666	2068
bden_JEL423_supercont1.1	633490	2253
bden_JEL423_supercont1.1	650011	2320
bden_JEL423_supercont1.1	719693	2472
bden_JEL423_supercont1.1	735989	2541
bden_JEL423_supercont1.1	853483	2942
bden_JEL423_supercont1.1	1041643	3592
bden_JEL423_supercont1.1	1119044	3907
bden_JEL423_supercont1.1	1184483	4106
bden_JEL423_supercont1.1	1249599	4311
bden_JEL423_supercont1.1	1255945	4322
bden_JEL423_supercont1.1	1321028	4573
bden_JEL423_supercont1.1	1321030	4574
bden_JEL423_supercont1.1	1508244	5356
bden_JEL423_supercont1.1	1536285	5457
bden_JEL423_supercont1.1	1603050	5742
bden_JEL423_supercont1.1	1622983	5827
bden_JEL423_supercont1.1	1702232	6137
bden_JEL423_supercont1.1	1704188	6142
bden_JEL423_supercont1.1	1740675	6334
bden_JEL423_supercont1.1	1743513	6353
bden_JEL423_supercont1.1	1753075	6392
bden_JEL423_supercont1.1	1893705	7054
bden_JEL423_supercont1.1	1938885	7243
bden_JEL423_supercont1.1	1976519	7372
bden_JEL423_supercont1.1	2280695	8520
bden_JEL423_supercont1.1	2359437	8751
bden_JEL423_supercont1.1	2560500	9238
bden_JEL423_supercont1.1	2664884	9843
bden_JEL423_supercont1.1	2771775	10382
bden_JEL423_supercont1.1	2780899	10442
bden_JEL423_supercont1.1	3260814	11875
bden_JEL423_supercont1.1	3438823	12591
bden_JEL423_supercont1.1	3453356	12658
bden_JEL423_supercont1.1	3479228	12785
bden_JEL423_supercont1.1	3480891	12797
bden_JEL423_supercont1.1	3844738	13533
bden_JEL423_supercont1.1	4032418	13989
bden_JEL423_supercont1.1	4236161	14682
bden_JEL423_supercont1.1	4249008	14731
bden_JEL423_supercont1.2	401485	16512
bden_JEL423_supercont1.2	408975	16547
bden_JEL423_supercont1.2	443421	16654
bden_JEL423_supercont1.2	635659	16959
bden_JEL423_supercont1.2	655482	17044
bden_JEL423_supercont1.2	686640	17156
bden_JEL423_supercont1.2	808438	17324
bden_JEL423_supercont1.2	928276	17782
bden_JEL423_supercont1.2	1011598	18044
bden_JEL423_supercont1.2	1035049	18148
bden_JEL423_supercont1.2	1052961	18263
bden_JEL423_supercont1.2	1300485	19057
bden_JEL423_supercont1.2	1378779	19279
bden_JEL423_supercont1.2	1392436	19335
bden_JEL423_supercont1.2	1435631	19534
bden_JEL423_supercont1.2	1575236	19963
bden_JEL423_supercont1.2	1663766	20244
bden_JEL423_supercont1.2	1703981	20324
bden_JEL423_supercont1.2	1771119	20546
bden_JEL423_supercont1.2	1875883	20915
bden_JEL423_supercont1.2	1886858	20955
bden_JEL423_supercont1.2	1992461	21362
bden_JEL423_supercont1.2	1997235	21391
bden_JEL423_supercont1.3	193979	22789
bden_JEL423_supercont1.3	266316	23149
bden_JEL423_supercont1.3	284795	23237
bden_JEL423_supercont1.3	285730	23244
bden_JEL423_supercont1.3	578563	24245
bden_JEL423_supercont1.3	579524	24251
bden_JEL423_supercont1.3	694810	24718
bden_JEL423_supercont1.3	812630	25315
bden_JEL423_supercont1.3	872751	25573
bden_JEL423_supercont1.3	894105	25671
bden_JEL423_supercont1.3	1000440	25963
bden_JEL423_supercont1.3	1073504	26232
bden_JEL423_supercont1.3	1350785	27259
bden_JEL423_supercont1.3	1535631	27643
bden_JEL423_supercont1.3	1671495	28081
bden_JEL423_supercont1.3	1686937	28158
bden_JEL423_supercont1.4	284321	29438
bden_JEL423_supercont1.4	676038	30482
bden_JEL423_supercont1.4	677088	30486
bden_JEL423_supercont1.4	726351	30635
bden_JEL423_supercont1.4	800517	30744
bden_JEL423_supercont1.4	1063312	31679
bden_JEL423_supercont1.4	1091220	31745
bden_JEL423_supercont1.4	1214331	32170
bden_JEL423_supercont1.4	1214387	32171
bden_JEL423_supercont1.4	1324868	32541
bden_JEL423_supercont1.4	1529429	33245
bden_JEL423_supercont1.5	138595	34483
bden_JEL423_supercont1.5	385072	35130
bden_JEL423_supercont1.5	646815	36042
bden_JEL423_supercont1.5	773385	36306
bden_JEL423_supercont1.5	847322	36518
bden_JEL423_supercont1.5	1002843	37119
bden_JEL423_supercont1.5	1004439	37127
bden_JEL423_supercont1.5	1023848	37180
bden_JEL423_supercont1.5	1118991	37465
bden_JEL423_supercont1.5	1121667	37485
bden_JEL423_supercont1.5	1129312	37507
bden_JEL423_supercont1.5	1268557	38014
bden_JEL423_supercont1.5	1278098	38060
bden_JEL423_supercont1.5	1408920	38463
bden_JEL423_supercont1.5	1476296	38741
bden_JEL423_supercont1.5	1604855	39227
bden_JEL423_supercont1.5	1623838	39346
bden_JEL423_supercont1.6	91000	39524
bden_JEL423_supercont1.6	272951	40100
bden_JEL423_supercont1.6	316351	40202
bden_JEL423_supercont1.6	594464	40969
bden_JEL423_supercont1.6	614152	41033
bden_JEL423_supercont1.6	771706	41617
bden_JEL423_supercont1.6	965748	42360
bden_JEL423_supercont1.6	974708	42415
bden_JEL423_supercont1.6	1123279	43114
bden_JEL423_supercont1.6	1158214	43244
bden_JEL423_supercont1.6	1170648	43277
bden_JEL423_supercont1.6	1176017	43304
bden_JEL423_supercont1.6	1189401	43386
bden_JEL423_supercont1.6	1214626	43473
bden_JEL423_supercont1.6	1269834	43540
bden_JEL423_supercont1.6	1281264	43591
bden_JEL423_supercont1.6	1296707	43661
bden_JEL423_supercont1.6	1449468	43911
bden_JEL423_supercont1.6	1489137	44178
bden_JEL423_supercont1.6	1506707	44284
bden_JEL423_supercont1.6	1536175	44425
bden_JEL423_supercont1.7	414242	45515
bden_JEL423_supercont1.7	423175	45561
bden_JEL423_supercont1.7	424246	45570
bden_JEL423_supercont1.7	506892	45801
bden_JEL423_supercont1.7	524262	45902
bden_JEL423_supercont1.7	556788	46041
bden_JEL423_supercont1.7	558949	46058
bden_JEL423_supercont1.7	575239	46167
bden_JEL423_supercont1.7	667239	46647
bden_JEL423_supercont1.7	717037	46841
bden_JEL423_supercont1.7	803803	47175
bden_JEL423_supercont1.7	837624	47295
bden_JEL423_supercont1.7	845429	47339
bden_JEL423_supercont1.7	1130388	48556
bden_JEL423_supercont1.7	1137167	48584
bden_JEL423_supercont1.7	1196161	48861
bden_JEL423_supercont1.7	1244531	49005
bden_JEL423_supercont1.7	1249326	49027
bden_JEL423_supercont1.7	1289390	49159
bden_JEL423_supercont1.8	157097	49803
bden_JEL423_supercont1.8	215345	50216
bden_JEL423_supercont1.8	250575	50438
bden_JEL423_supercont1.8	287272	50602
bden_JEL423_supercont1.8	329644	50842
bden_JEL423_supercont1.8	343155	50922
bden_JEL423_supercont1.8	354737	51001
bden_JEL423_supercont1.8	389394	51067
bden_JEL423_supercont1.8	395241	51097
bden_JEL423_supercont1.8	446689	51429
bden_JEL423_supercont1.8	475772	51595
bden_JEL423_supercont1.8	495133	51690
bden_JEL423_supercont1.8	531737	51884
bden_JEL423_supercont1.8	583714	52132
bden_JEL423_supercont1.8	837619	52976
bden_JEL423_supercont1.9	162649	54052
bden_JEL423_supercont1.9	164044	54067
bden_JEL423_supercont1.9	166991	54089
bden_JEL423_supercont1.9	247148	54477
bden_JEL423_supercont1.9	362782	54992
bden_JEL423_supercont1.9	432924	55287
bden_JEL423_supercont1.9	450105	55398
bden_JEL423_supercont1.9	593542	56019
bden_JEL423_supercont1.9	648624	56277
bden_JEL423_supercont1.9	816487	56912
bden_JEL423_supercont1.9	967404	57247
bden_JEL423_supercont1.9	996269	57346
bden_JEL423_supercont1.10	59837	57522
bden_JEL423_supercont1.10	115857	57744
bden_JEL423_supercont1.10	181824	58087
bden_JEL423_supercont1.10	345687	58681
bden_JEL423_supercont1.10	384318	58888
bden_JEL423_supercont1.10	388783	58908
bden_JEL423_supercont1.10	492971	59340
bden_JEL423_supercont1.10	557128	59576
bden_JEL423_supercont1.10	705179	60005
bden_JEL423_supercont1.10	724319	60091
bden_JEL423_supercont1.10	789679	60398
bden_JEL423_supercont1.10	834884	60597
bden_JEL423_supercont1.10	876867	60778
bden_JEL423_supercont1.11	68539	61142
bden_JEL423_supercont1.11	73736	61178
bden_JEL423_supercont1.11	77528	61192
bden_JEL423_supercont1.11	85987	61245
bden_JEL423_supercont1.11	143122	61590
bden_JEL423_supercont1.11	147753	61619
bden_JEL423_supercont1.11	149968	61663
bden_JEL423_supercont1.11	159435	61737
bden_JEL423_supercont1.11	201746	62060
bden_JEL423_supercont1.11	205829	62089
bden_JEL423_supercont1.11	227685	62238
bden_JEL423_supercont1.11	229478	62249
bden_JEL423_supercont1.11	241180	62360
bden_JEL423_supercont1.11	324558	62773
bden_JEL423_supercont1.11	340386	62850
bden_JEL423_supercont1.11	367358	62953
bden_JEL423_supercont1.11	465563	63256
bden_JEL423_supercont1.11	623685	63951
bden_JEL423_supercont1.11	878967	64616
bden_JEL423_supercont1.11	904759	64796
bden_JEL423_supercont1.11	905370	64800
bden_JEL423_supercont1.11	936885	64942
bden_JEL423_supercont1.12	226014	65608
bden_JEL423_supercont1.12	250013	65709
bden_JEL423_supercont1.12	453737	66471
bden_JEL423_supercont1.12	467403	66505
bden_JEL423_supercont1.12	468825	66512
bden_JEL423_supercont1.12	491078	66618
bden_JEL423_supercont1.12	511740	66763
bden_JEL423_supercont1.12	556103	67023
bden_JEL423_supercont1.12	561817	67047
bden_JEL423_supercont1.13	131349	68346
bden_JEL423_supercont1.13	170500	68518
bden_JEL423_supercont1.13	266730	69106
bden_JEL423_supercont1.13	289041	69234
bden_JEL423_supercont1.13	324135	69403
bden_JEL423_supercont1.13	528967	70241
bden_JEL423_supercont1.13	623777	70583
bden_JEL423_supercont1.13	701986	70721
bden_JEL423_supercont1.13	806534	71107
bden_JEL423_supercont1.13	886745	71379
bden_JEL423_supercont1.14	341198	71569
bden_JEL423_supercont1.14	435511	71810
bden_JEL423_supercont1.14	612914	72265
bden_JEL423_supercont1.14	614780	72275
bden_JEL423_supercont1.14	694388	72659
bden_JEL423_supercont1.14	740666	72851
bden_JEL423_supercont1.14	758309	72908
bden_JEL423_supercont1.15	33088	73289
bden_JEL423_supercont1.15	71906	73578
bden_JEL423_supercont1.15	179079	74083
bden_JEL423_supercont1.15	208933	74184
bden_JEL423_supercont1.15	234731	74339
bden_JEL423_supercont1.15	287432	74680
bden_JEL423_supercont1.15	313187	74825
bden_JEL423_supercont1.15	322136	74876
bden_JEL423_supercont1.15	386023	75149
bden_JEL423_supercont1.15	483149	75584
bden_JEL423_supercont1.15	491234	75615
bden_JEL423_supercont1.16	58953	75949
bden_JEL423_supercont1.16	61965	75976
bden_JEL423_supercont1.16	378809	77097
bden_JEL423_supercont1.16	439467	77488
bden_JEL423_supercont1.17	103811	77969
bden_JEL423_supercont1.17	105040	77975
bden_JEL423_supercont1.17	109787	77996
bden_JEL423_supercont1.17	120014	78075
bden_JEL423_supercont1.21	24326	78558
bden_JEL423_supercont1.43	6669	78629
bden_JEL423_MT	144365	78727
